maxtempC,mintempC,tstest,c.0..0..c.,,,,,,,,
33,26,,,,,,,,,,
33,25,,,,,,,,,,
32,26,,,,,,,,,,
33,25,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
34,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,24,,,,,,,,,,
32,24,,,,,,,,,,
33,23,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
31,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
33,26,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
32,23,,,,,,,,,,
31,23,,,,,,,,,,
31,24,,,,,,,,,,
30,23,,,,,,,,,,
30,23,,,,,,,,,,
30,23,,,,,,,,,,
31,24,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
31,23,,,,,,,,,,
31,22,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
29,23,,,,,,,,,,
29,21,,,,,,,,,,
29,19,,,,,,,,,,
30,19,,,,,,,,,,
30,20,,,,,,,,,,
30,20,,,,,,,,,,
31,20,,,,,,,,,,
29,22,,,,,,,,,,
29,20,,,,,,,,,,
33,23,,,,,,,,,,
33,24,,,,,,,,,,
32,23,,,,,,,,,,
31,23,,,,,,,,,,
30,22,,,,,,,,,,
30,21,,,,,,,,,,
30,24,,,,,,,,,,
30,23,,,,,,,,,,
31,23,,,,,,,,,,
30,23,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
29,22,,,,,,,,,,
29,21,,,,,,,,,,
28,21,,,,,,,,,,
27,20,,,,,,,,,,
27,21,,,,,,,,,,
27,20,,,,,,,,,,
27,20,,,,,,,,,,
27,20,,,,,,,,,,
28,18,,,,,,,,,,
29,18,,,,,,,,,,
29,19,,,,,,,,,,
30,20,,,,,,,,,,
30,22,,,,,,,,,,
29,21,,,,,,,,,,
29,20,,,,,,,,,,
28,20,,,,,,,,,,
31,20,,,,,,,,,,
32,22,,,,,,,,,,
31,22,,,,,,,,,,
30,22,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,21,,,,,,,,,,
30,21,,,,,,,,,,
29,21,,,,,,,,,,
27,21,,,,,,,,,,
27,21,,,,,,,,,,
29,19,,,,,,,,,,
30,22,,,,,,,,,,
29,23,,,,,,,,,,
27,22,,,,,,,,,,
26,20,,,,,,,,,,
28,19,,,,,,,,,,
29,20,,,,,,,,,,
30,21,,,,,,,,,,
31,22,,,,,,,,,,
29,23,,,,,,,,,,
30,22,,,,,,,,,,
29,23,,,,,,,,,,
30,24,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,22,,,,,,,,,,
29,23,,,,,,,,,,
29,22,,,,,,,,,,
30,22,,,,,,,,,,
33,23,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
31,24,,,,,,,,,,
32,23,,,,,,,,,,
32,24,,,,,,,,,,
32,25,,,,,,,,,,
34,24,,,,,,,,,,
34,25,,,,,,,,,,
31,25,,,,,,,,,,
29,24,,,,,,,,,,
29,23,,,,,,,,,,
30,23,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
32,24,,,,,,,,,,
33,25,,,,,,,,,,
34,26,,,,,,,,,,
33,26,,,,,,,,,,
33,25,,,,,,,,,,
35,25,,,,,,,,,,
33,25,,,,,,,,,,
32,25,,,,,,,,,,
33,25,,,,,,,,,,
34,26,,,,,,,,,,
34,26,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
32,24,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
33,27,,,,,,,,,,
33,26,,,,,,,,,,
34,25,,,,,,,,,,
34,26,,,,,,,,,,
34,26,,,,,,,,,,
34,26,,,,,,,,,,
34,27,,,,,,,,,,
34,26,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,25,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
33,25,,,,,,,,,,
35,26,,,,,,,,,,
35,28,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
33,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
32,26,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
34,27,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
30,29,,,,,,,,,,
29,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,28,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
30,28,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
30,27,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
29,27,,,,,,,,,,
29,26,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
28,27,,,,,,,,,,
30,26,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
27,26,,,,,,,,,,
30,27,,,,,,,,,,
29,27,,,,,,,,,,
27,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,26,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
27,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,25,,,,,,,,,,
29,25,,,,,,,,,,
28,26,,,,,,,,,,
27,26,,,,,,,,,,
26,26,,,,,,,,,,
26,26,,,,,,,,,,
27,26,,,,,,,,,,
28,26,,,,,,,,,,
27,26,,,,,,,,,,
27,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
29,26,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
27,25,,,,,,,,,,
28,25,,,,,,,,,,
27,25,,,,,,,,,,
28,25,,,,,,,,,,
28,26,,,,,,,,,,
29,26,,,,,,,,,,
28,25,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
27,26,,,,,,,,,,
28,27,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
29,26,,,,,,,,,,
29,25,,,,,,,,,,
28,24,,,,,,,,,,
27,24,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
30,25,,,,,,,,,,
30,26,,,,,,,,,,
28,26,,,,,,,,,,
29,25,,,,,,,,,,
28,26,,,,,,,,,,
26,25,,,,,,,,,,
28,25,,,,,,,,,,
27,25,,,,,,,,,,
27,25,,,,,,,,,,
27,26,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
29,25,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
26,25,,,,,,,,,,
28,24,,,,,,,,,,
29,24,,,,,,,,,,
27,25,,,,,,,,,,
28,25,,,,,,,,,,
28,24,,,,,,,,,,
29,24,,,,,,,,,,
29,25,,,,,,,,,,
30,25,,,,,,,,,,
29,25,,,,,,,,,,
30,25,,,,,,,,,,
29,25,,,,,,,,,,
30,23,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
30,24,,,,,,,,,,
29,23,,,,,,,,,,
30,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,22,,,,,,,,,,
30,23,,,,,,,,,,
31,23,,,,,,,,,,
30,22,,,,,,,,,,
31,22,,,,,,,,,,
31,22,,,,,,,,,,
31,21,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
31,22,,,,,,,,,,
31,23,,,,,,,,,,
31,24,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
31,23,,,,,,,,,,
31,22,,,,,,,,,,
31,21,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
31,22,,,,,,,,,,
32,22,,,,,,,,,,
32,22,,,,,,,,,,
32,23,,,,,,,,,,
32,22,,,,,,,,,,
32,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,22,,,,,,,,,,
32,24,,,,,,,,,,
31,25,,,,,,,,,,
31,23,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
30,21,,,,,,,,,,
30,21,,,,,,,,,,
30,20,,,,,,,,,,
31,21,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
31,24,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
30,23,,,,,,,,,,
30,22,,,,,,,,,,
31,21,,,,,,,,,,
31,21,,,,,,,,,,
30,21,,,,,,,,,,
30,21,,,,,,,,,,
30,22,,,,,,,,,,
31,22,,,,,,,,,,
30,21,,,,,,,,,,
30,21,,,,,,,,,,
30,21,,,,,,,,,,
31,21,,,,,,,,,,
31,21,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
31,22,,,,,,,,,,
30,21,,,,,,,,,,
29,21,,,,,,,,,,
28,21,,,,,,,,,,
27,19,,,,,,,,,,
27,20,,,,,,,,,,
27,20,,,,,,,,,,
28,19,,,,,,,,,,
28,19,,,,,,,,,,
28,18,,,,,,,,,,
29,19,,,,,,,,,,
29,21,,,,,,,,,,
29,22,,,,,,,,,,
29,22,,,,,,,,,,
29,22,,,,,,,,,,
29,21,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
30,24,,,,,,,,,,
29,21,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
31,23,,,,,,,,,,
30,23,,,,,,,,,,
31,22,,,,,,,,,,
32,23,,,,,,,,,,
31,23,,,,,,,,,,
28,22,,,,,,,,,,
27,22,,,,,,,,,,
28,20,,,,,,,,,,
29,20,,,,,,,,,,
29,22,,,,,,,,,,
30,22,,,,,,,,,,
30,22,,,,,,,,,,
28,21,,,,,,,,,,
29,20,,,,,,,,,,
31,21,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
33,24,,,,,,,,,,
34,24,,,,,,,,,,
33,25,,,,,,,,,,
32,24,,,,,,,,,,
28,22,,,,,,,,,,
28,21,,,,,,,,,,
32,22,,,,,,,,,,
33,24,,,,,,,,,,
33,24,,,,,,,,,,
34,24,,,,,,,,,,
33,24,,,,,,,,,,
33,25,,,,,,,,,,
34,25,,,,,,,,,,
32,25,,,,,,,,,,
32,24,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
31,23,,,,,,,,,,
30,23,,,,,,,,,,
31,23,,,,,,,,,,
30,23,,,,,,,,,,
28,23,,,,,,,,,,
28,23,,,,,,,,,,
29,21,,,,,,,,,,
31,21,,,,,,,,,,
33,23,,,,,,,,,,
33,24,,,,,,,,,,
32,25,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
32,23,,,,,,,,,,
32,24,,,,,,,,,,
32,24,,,,,,,,,,
33,24,,,,,,,,,,
33,25,,,,,,,,,,
34,25,,,,,,,,,,
34,26,,,,,,,,,,
36,26,,,,,,,,,,
34,26,,,,,,,,,,
32,25,,,,,,,,,,
32,27,,,,,,,,,,
34,25,,,,,,,,,,
30,26,,,,,,,,,,
32,25,,,,,,,,,,
33,25,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
33,24,,,,,,,,,,
35,25,,,,,,,,,,
34,26,,,,,,,,,,
35,26,,,,,,,,,,
34,25,,,,,,,,,,
36,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
34,26,,,,,,,,,,
34,26,,,,,,,,,,
35,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
33,25,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
33,25,,,,,,,,,,
32,25,,,,,,,,,,
33,26,,,,,,,,,,
34,26,,,,,,,,,,
34,27,,,,,,,,,,
34,28,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
35,27,,,,,,,,,,
37,29,,,,,,,,,,
34,29,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
31,29,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
33,28,,,,,,,,,,
33,29,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
31,27,,,,,,,,,,
31,28,,,,,,,,,,
31,27,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
30,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
30,27,,,,,,,,,,
29,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
30,26,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
29,27,,,,,,,,,,
27,26,,,,,,,,,,
26,25,,,,,,,,,,
26,25,,,,,,,,,,
29,25,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
28,27,,,,,,,,,,
29,26,,,,,,,,,,
29,27,,,,,,,,,,
27,26,,,,,,,,,,
27,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,28,,,,,,,,,,
32,28,,,,,,,,,,
32,29,,,,,,,,,,
30,28,,,,,,,,,,
31,28,,,,,,,,,,
30,27,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
31,26,,,,,,,,,,
29,27,,,,,,,,,,
27,27,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,28,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
29,27,,,,,,,,,,
33,28,,,,,,,,,,
32,27,,,,,,,,,,
31,27,,,,,,,,,,
29,27,,,,,,,,,,
30,26,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,26,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
32,27,,,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
30,24,,,,,,,,,,
30,24,,,,,,,,,,
30,24,,,,,,,,,,
31,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
30,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
31,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
27,25,,,,,,,,,,
26,23,,,,,,,,,,
26,23,,,,,,,,,,
26,22,,,,,,,,,,
29,23,,,,,,,,,,
30,25,,,,,,,,,,
30,25,,,,,,,,,,
28,24,,,,,,,,,,
27,23,,,,,,,,,,
26,22,,,,,,,,,,
28,22,,,,,,,,,,
29,22,,,,,,,,,,
30,24,,,,,,,,,,
31,25,,,,,,,,,,
30,24,,,,,,,,,,
30,24,,,,,,,,,,
30,23,,,,,,,,,,
31,23,,,,,,,,,,
31,24,,,,,,,,,,
30,23,,,,,,,,,,
30,23,,,,,,,,,,
30,23,,,,,,,,,,
30,24,,,,,,,,,,
30,24,,,,,,,,,,
30,23,,,,,,,,,,
30,23,,,,,,,,,,
29,23,,,,,,,,,,
29,23,,,,,,,,,,
28,22,,,,,,,,,,
28,21,,,,,,,,,,
29,22,,,,,,,,,,
29,23,,,,,,,,,,
28,22,,,,,,,,,,
28,23,,,,,,,,,,
27,22,,,,,,,,,,
27,21,,,,,,,,,,
29,22,,,,,,,,,,
30,23,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
30,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
30,24,,,,,,,,,,
30,24,,,,,,,,,,
29,23,,,,,,,,,,
28,23,,,,,,,,,,
28,21,,,,,,,,,,
28,21,,,,,,,,,,
29,23,,,,,,,,,,
28,23,,,,,,,,,,
28,23,,,,,,,,,,
30,22,,,,,,,,,,
31,24,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
30,24,,,,,,,,,,
30,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
29,24,,,,,,,,,,
29,23,,,,,,,,,,
28,24,,,,,,,,,,
27,23,,,,,,,,,,
28,22,,,,,,,,,,
29,22,,,,,,,,,,
31,23,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
34,26,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
33,26,,,,,,,,,,
34,27,,,,,,,,,,
33,27,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
31,26,,,,,,,,,,
32,25,,,,,,,,,,
