maxtempC,mintempC,tstest,c.0..0..c.,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
28,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,27,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
30,25,,,,,,,,,,
30,24,,,,,,,,,,
33,25,,,,,,,,,,
36,27,,,,,,,,,,
36,29,,,,,,,,,,
32,27,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
32,25,,,,,,,,,,
32,26,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
33,27,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,28,,,,,,,,,,
34,29,,,,,,,,,,
34,29,,,,,,,,,,
35,29,,,,,,,,,,
32,29,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
33,27,,,,,,,,,,
34,28,,,,,,,,,,
33,28,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
32,27,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
33,29,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
33,29,,,,,,,,,,
32,28,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
33,29,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
31,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,29,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
32,30,,,,,,,,,,
32,30,,,,,,,,,,
33,29,,,,,,,,,,
30,29,,,,,,,,,,
31,29,,,,,,,,,,
32,29,,,,,,,,,,
31,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
31,29,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
31,28,,,,,,,,,,
32,29,,,,,,,,,,
31,29,,,,,,,,,,
31,28,,,,,,,,,,
29,27,,,,,,,,,,
28,26,,,,,,,,,,
28,27,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
31,27,,,,,,,,,,
30,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
27,26,,,,,,,,,,
27,26,,,,,,,,,,
27,26,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
27,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,26,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
27,26,,,,,,,,,,
27,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,25,,,,,,,,,,
29,25,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
28,25,,,,,,,,,,
27,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
28,25,,,,,,,,,,
28,25,,,,,,,,,,
28,24,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
29,25,,,,,,,,,,
30,25,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
30,25,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
31,27,,,,,,,,,,
29,26,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
31,26,,,,,,,,,,
32,27,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
34,29,,,,,,,,,,
34,29,,,,,,,,,,
34,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
32,28,,,,,,,,,,
31,27,,,,,,,,,,
33,27,,,,,,,,,,
34,28,,,,,,,,,,
33,28,,,,,,,,,,
34,28,,,,,,,,,,
34,28,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
34,28,,,,,,,,,,
34,27,,,,,,,,,,
34,27,,,,,,,,,,
33,27,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,27,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
33,25,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,26,,,,,,,,,,
33,27,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
33,27,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,26,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
30,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
30,24,,,,,,,,,,
29,23,,,,,,,,,,
29,22,,,,,,,,,,
29,23,,,,,,,,,,
29,23,,,,,,,,,,
30,23,,,,,,,,,,
30,25,,,,,,,,,,
30,24,,,,,,,,,,
29,23,,,,,,,,,,
29,23,,,,,,,,,,
29,22,,,,,,,,,,
29,22,,,,,,,,,,
30,22,,,,,,,,,,
30,23,,,,,,,,,,
30,24,,,,,,,,,,
31,24,,,,,,,,,,
30,25,,,,,,,,,,
28,23,,,,,,,,,,
28,20,,,,,,,,,,
28,21,,,,,,,,,,
29,21,,,,,,,,,,
29,22,,,,,,,,,,
29,22,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
31,27,,,,,,,,,,
32,28,,,,,,,,,,
30,23,,,,,,,,,,
29,23,,,,,,,,,,
32,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
31,25,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
29,25,,,,,,,,,,
32,24,,,,,,,,,,
32,27,,,,,,,,,,
31,24,,,,,,,,,,
31,24,,,,,,,,,,
31,26,,,,,,,,,,
33,26,,,,,,,,,,
32,27,,,,,,,,,,
29,26,,,,,,,,,,
28,24,,,,,,,,,,
26,21,,,,,,,,,,
27,21,,,,,,,,,,
27,21,,,,,,,,,,
28,21,,,,,,,,,,
28,23,,,,,,,,,,
29,22,,,,,,,,,,
30,23,,,,,,,,,,
31,25,,,,,,,,,,
28,24,,,,,,,,,,
28,23,,,,,,,,,,
28,23,,,,,,,,,,
31,24,,,,,,,,,,
30,26,,,,,,,,,,
31,25,,,,,,,,,,
28,23,,,,,,,,,,
26,18,,,,,,,,,,
25,17,,,,,,,,,,
27,20,,,,,,,,,,
31,23,,,,,,,,,,
32,25,,,,,,,,,,
32,27,,,,,,,,,,
30,27,,,,,,,,,,
29,25,,,,,,,,,,
29,23,,,,,,,,,,
29,22,,,,,,,,,,
29,25,,,,,,,,,,
29,24,,,,,,,,,,
30,23,,,,,,,,,,
31,26,,,,,,,,,,
28,24,,,,,,,,,,
30,23,,,,,,,,,,
32,26,,,,,,,,,,
30,26,,,,,,,,,,
30,23,,,,,,,,,,
29,23,,,,,,,,,,
28,22,,,,,,,,,,
29,23,,,,,,,,,,
30,24,,,,,,,,,,
31,26,,,,,,,,,,
29,23,,,,,,,,,,
28,22,,,,,,,,,,
29,23,,,,,,,,,,
28,22,,,,,,,,,,
29,22,,,,,,,,,,
30,22,,,,,,,,,,
30,26,,,,,,,,,,
31,25,,,,,,,,,,
29,24,,,,,,,,,,
29,24,,,,,,,,,,
29,25,,,,,,,,,,
28,25,,,,,,,,,,
31,25,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
32,24,,,,,,,,,,
32,25,,,,,,,,,,
30,24,,,,,,,,,,
29,24,,,,,,,,,,
30,24,,,,,,,,,,
32,25,,,,,,,,,,
34,27,,,,,,,,,,
34,28,,,,,,,,,,
35,30,,,,,,,,,,
33,28,,,,,,,,,,
32,28,,,,,,,,,,
34,26,,,,,,,,,,
33,25,,,,,,,,,,
32,25,,,,,,,,,,
31,28,,,,,,,,,,
32,26,,,,,,,,,,
33,26,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,29,,,,,,,,,,
32,28,,,,,,,,,,
33,28,,,,,,,,,,
31,26,,,,,,,,,,
32,26,,,,,,,,,,
32,27,,,,,,,,,,
33,27,,,,,,,,,,
34,29,,,,,,,,,,
33,28,,,,,,,,,,
33,26,,,,,,,,,,
31,26,,,,,,,,,,
31,26,,,,,,,,,,
31,25,,,,,,,,,,
33,25,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
33,27,,,,,,,,,,
34,26,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
35,30,,,,,,,,,,
36,29,,,,,,,,,,
35,30,,,,,,,,,,
34,29,,,,,,,,,,
33,26,,,,,,,,,,
33,25,,,,,,,,,,
31,25,,,,,,,,,,
30,25,,,,,,,,,,
31,27,,,,,,,,,,
31,27,,,,,,,,,,
31,25,,,,,,,,,,
31,26,,,,,,,,,,
31,28,,,,,,,,,,
31,28,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,24,,,,,,,,,,
32,25,,,,,,,,,,
34,27,,,,,,,,,,
34,31,,,,,,,,,,
35,30,,,,,,,,,,
34,29,,,,,,,,,,
32,26,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,26,,,,,,,,,,
32,29,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
32,27,,,,,,,,,,
33,24,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
32,28,,,,,,,,,,
32,28,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,30,,,,,,,,,,
32,29,,,,,,,,,,
32,26,,,,,,,,,,
31,23,,,,,,,,,,
30,29,,,,,,,,,,
31,28,,,,,,,,,,
31,29,,,,,,,,,,
30,29,,,,,,,,,,
30,28,,,,,,,,,,
30,29,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
31,27,,,,,,,,,,
30,29,,,,,,,,,,
30,28,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
31,29,,,,,,,,,,
29,26,,,,,,,,,,
28,24,,,,,,,,,,
29,23,,,,,,,,,,
29,22,,,,,,,,,,
29,23,,,,,,,,,,
29,23,,,,,,,,,,
30,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
30,28,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
30,28,,,,,,,,,,
30,27,,,,,,,,,,
31,23,,,,,,,,,,
31,29,,,,,,,,,,
30,27,,,,,,,,,,
29,26,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
28,22,,,,,,,,,,
29,23,,,,,,,,,,
29,28,,,,,,,,,,
28,27,,,,,,,,,,
28,23,,,,,,,,,,
28,22,,,,,,,,,,
29,28,,,,,,,,,,
28,27,,,,,,,,,,
27,23,,,,,,,,,,
28,23,,,,,,,,,,
29,22,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
28,26,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,26,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
30,28,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
28,25,,,,,,,,,,
28,24,,,,,,,,,,
28,22,,,,,,,,,,
29,27,,,,,,,,,,
28,23,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
29,24,,,,,,,,,,
28,27,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
29,26,,,,,,,,,,
28,26,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
30,28,,,,,,,,,,
29,25,,,,,,,,,,
29,27,,,,,,,,,,
28,27,,,,,,,,,,
28,27,,,,,,,,,,
29,27,,,,,,,,,,
29,28,,,,,,,,,,
30,26,,,,,,,,,,
31,23,,,,,,,,,,
30,27,,,,,,,,,,
31,27,,,,,,,,,,
31,28,,,,,,,,,,
31,29,,,,,,,,,,
32,29,,,,,,,,,,
32,26,,,,,,,,,,
32,29,,,,,,,,,,
32,29,,,,,,,,,,
32,28,,,,,,,,,,
33,29,,,,,,,,,,
33,29,,,,,,,,,,
34,29,,,,,,,,,,
34,29,,,,,,,,,,
33,29,,,,,,,,,,
31,28,,,,,,,,,,
28,26,,,,,,,,,,
25,19,,,,,,,,,,
28,18,,,,,,,,,,
29,21,,,,,,,,,,
28,25,,,,,,,,,,
27,21,,,,,,,,,,
30,26,,,,,,,,,,
30,26,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
32,28,,,,,,,,,,
32,26,,,,,,,,,,
31,29,,,,,,,,,,
29,28,,,,,,,,,,
29,27,,,,,,,,,,
30,27,,,,,,,,,,
30,23,,,,,,,,,,
30,28,,,,,,,,,,
29,27,,,,,,,,,,
28,26,,,,,,,,,,
28,26,,,,,,,,,,
29,23,,,,,,,,,,
32,24,,,,,,,,,,
30,25,,,,,,,,,,
30,28,,,,,,,,,,
31,28,,,,,,,,,,
31,27,,,,,,,,,,
30,27,,,,,,,,,,
30,27,,,,,,,,,,
31,28,,,,,,,,,,
33,29,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
33,28,,,,,,,,,,
31,28,,,,,,,,,,
32,28,,,,,,,,,,
33,25,,,,,,,,,,
34,27,,,,,,,,,,
33,28,,,,,,,,,,
33,28,,,,,,,,,,
32,27,,,,,,,,,,
32,27,,,,,,,,,,
31,28,,,,,,,,,,
32,26,,,,,,,,,,
31,26,,,,,,,,,,
31,27,,,,,,,,,,
30,25,,,,,,,,,,
30,28,,,,,,,,,,
31,27,,,,,,,,,,
30,24,,,,,,,,,,
31,25,,,,,,,,,,
31,25,,,,,,,,,,
30,27,,,,,,,,,,
29,24,,,,,,,,,,
29,25,,,,,,,,,,
28,22,,,,,,,,,,
30,22,,,,,,,,,,
29,22,,,,,,,,,,
28,22,,,,,,,,,,
29,24,,,,,,,,,,
30,23,,,,,,,,,,
30,25,,,,,,,,,,
31,23,,,,,,,,,,
30,22,,,,,,,,,,
30,24,,,,,,,,,,
30,27,,,,,,,,,,
29,27,,,,,,,,,,
28,23,,,,,,,,,,
28,22,,,,,,,,,,
30,24,,,,,,,,,,
30,22,,,,,,,,,,
29,20,,,,,,,,,,
27,21,,,,,,,,,,
27,20,,,,,,,,,,
26,20,,,,,,,,,,
26,23,,,,,,,,,,
26,21,,,,,,,,,,
25,23,,,,,,,,,,
32,22,,,,,,,,,,
29,25,,,,,,,,,,
28,24,,,,,,,,,,
27,23,,,,,,,,,,
26,18,,,,,,,,,,
30,22,,,,,,,,,,
30,23,,,,,,,,,,
31,27,,,,,,,,,,
26,21,,,,,,,,,,
26,21,,,,,,,,,,
26,21,,,,,,,,,,
23,17,,,,,,,,,,
24,16,,,,,,,,,,
27,20,,,,,,,,,,
28,20,,,,,,,,,,
29,24,,,,,,,,,,
28,21,,,,,,,,,,
29,21,,,,,,,,,,
30,23,,,,,,,,,,
31,25,,,,,,,,,,
30,24,,,,,,,,,,
30,23,,,,,,,,,,
30,25,,,,,,,,,,
26,20,,,,,,,,,,
25,18,,,,,,,,,,
26,17,,,,,,,,,,
25,21,,,,,,,,,,
27,20,,,,,,,,,,
28,19,,,,,,,,,,
28,22,,,,,,,,,,
28,22,,,,,,,,,,
27,21,,,,,,,,,,
28,19,,,,,,,,,,
26,20,,,,,,,,,,
28,19,,,,,,,,,,
30,23,,,,,,,,,,
30,26,,,,,,,,,,
29,26,,,,,,,,,,
30,23,,,,,,,,,,
30,26,,,,,,,,,,
30,22,,,,,,,,,,
31,21,,,,,,,,,,
31,22,,,,,,,,,,
32,24,,,,,,,,,,
33,26,,,,,,,,,,
32,23,,,,,,,,,,
31,24,,,,,,,,,,
29,23,,,,,,,,,,
30,24,,,,,,,,,,
32,24,,,,,,,,,,
31,24,,,,,,,,,,
31,25,,,,,,,,,,
32,25,,,,,,,,,,
33,25,,,,,,,,,,
30,25,,,,,,,,,,
29,22,,,,,,,,,,
29,22.8,,,,,,,,,,
28,21,,,,,,,,,,
29,22,,,,,,,,,,
30,21,,,,,,,,,,
30,21,,,,,,,,,,
31,23,,,,,,,,,,
29,21,,,,,,,,,,
30,20,,,,,,,,,,
30,20,,,,,,,,,,
30,22,,,,,,,,,,
30,21,,,,,,,,,,
29,21,,,,,,,,,,
29,19,,,,,,,,,,
31,19,,,,,,,,,,
34,19,,,,,,,,,,
36,22,,,,,,,,,,
35,22,,,,,,,,,,
33,23,,,,,,,,,,
32,22,,,,,,,,,,
31,23,,,,,,,,,,
31,21,,,,,,,,,,
31,22.8,,,,,,,,,,
32,23,,,,,,,,,,
32,24,,,,,,,,,,
32,24.8,,,,,,,,,,
32,25,,,,,,,,,,
34,25,,,,,,,,,,
32.4,24.2,,,,,,,,,,
32,25,,,,,,,,,,
32,25,,,,,,,,,,
31,24,,,,,,,,,,
31.5,24,,,,,,,,,,
32.4,24,,,,,,,,,,
32.6,24,,,,,,,,,,
32,24,,,,,,,,,,
33,24,,,,,,,,,,
34,24.8,,,,,,,,,,
32,24,,,,,,,,,,
33,23,,,,,,,,,,
32,23,,,,,,,,,,
32.2,24.2,,,,,,,,,,
32,25,,,,,,,,,,
33.2,25.2,,,,,,,,,,
33,26,,,,,,,,,,
33.7,25.5,,,,,,,,,,
33.7,25.6,,,,,,,,,,
33.6,26,,,,,,,,,,
34,27,,,,,,,,,,
34,26,,,,,,,,,,
34,27,,,,,,,,,,
35.2,27.2,,,,,,,,,,
34,27,,,,,,,,,,
34.4,25.5,,,,,,,,,,
34.6,26.8,,,,,,,,,,
34.8,27,,,,,,,,,,
35,26,,,,,,,,,,
33.7,25.5,,,,,,,,,,
34.2,26,,,,,,,,,,
33.5,26,,,,,,,,,,
34,27,,,,,,,,,,
34.4,27.2,,,,,,,,,,
33.5,27.2,,,,,,,,,,
35,27,,,,,,,,,,
34.2,27.8,,,,,,,,,,
33.8,27.4,,,,,,,,,,
34,26.8,,,,,,,,,,
35,27,,,,,,,,,,
34.8,26.5,,,,,,,,,,
34.4,26.4,,,,,,,,,,
34.5,26.2,,,,,,,,,,
34,26,,,,,,,,,,
34.2,26.8,,,,,,,,,,
33.7,25.8,,,,,,,,,,
34.2,26.8,,,,,,,,,,
34,27,,,,,,,,,,
33.2,27.5,,,,,,,,,,
34.5,27.8,,,,,,,,,,
33.7,27.5,,,,,,,,,,
34,28,,,,,,,,,,
34.4,27.2,,,,,,,,,,
34.6,27,,,,,,,,,,
34.8,27,,,,,,,,,,
35,27,,,,,,,,,,
34.7,27.2,,,,,,,,,,
34.2,27,,,,,,,,,,
34.2,27.1,,,,,,,,,,
35,27,,,,,,,,,,
34.8,27.5,,,,,,,,,,
35.2,27.5,,,,,,,,,,
35.2,27.6,,,,,,,,,,
35,28,,,,,,,,,,
35.7,29.5,,,,,,,,,,
31,24,,,,,,,,,,
31.4,26.4,,,,,,,,,,
26,25,,,,,,,,,,
29,26,,,,,,,,,,
31.5,22,,,,,,,,,,
31.8,23,,,,,,,,,,
33,27,,,,,,,,,,
30,22,,,,,,,,,,
33,27,,,,,,,,,,
33,27.5,,,,,,,,,,
33,25,,,,,,,,,,
32,27,,,,,,,,,,
32.4,26.7,,,,,,,,,,
32.2,26,,,,,,,,,,
32,25,,,,,,,,,,
29,26,,,,,,,,,,
31.1,27,,,,,,,,,,
30.8,26.8,,,,,,,,,,
32,26,,,,,,,,,,
33,27,,,,,,,,,,
31.8,27.4,,,,,,,,,,
32.8,27.7,,,,,,,,,,
32,26,,,,,,,,,,
33,27,,,,,,,,,,
33.2,28,,,,,,,,,,
33.2,28.5,,,,,,,,,,
33,29,,,,,,,,,,
34,27,,,,,,,,,,
32.2,25.5,,,,,,,,,,
31.6,24.5,,,,,,,,,,
31.2,26.2,,,,,,,,,,
31.2,24.5,,,,,,,,,,
27,25.5,,,,,,,,,,
27,25.5,,,,,,,,,,
28.7,24.5,,,,,,,,,,
30.8,25.8,,,,,,,,,,
29.8,25.8,,,,,,,,,,
30.8,26,,,,,,,,,,
31.5,27,,,,,,,,,,
32.2,27,,,,,,,,,,
32.4,26.5,,,,,,,,,,
29.6,25,,,,,,,,,,
30.5,24.5,,,,,,,,,,
28,25.3,,,,,,,,,,
26.2,25,,,,,,,,,,
28.4,25,,,,,,,,,,